Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC88311;75010;2019-01-02;2019-02-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;526.55;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;77590;59886;"{""coordinates"": [[[2.370861392579637, 48.87006164427146], [2.3708123068910494, 48.87012513676557], [2.3708570335465096, 48.87013675569418], [2.3708394894755194, 48.87016056969179], [2.3707785718679757, 48.87020350944724], [2.370745744343938, 48.87020675166009], [2.3705036686651293, 48.87053219939648], [2.3705363450933503, 48.870541478839804], [2.370434665221669, 48.870672998387], [2.3705522937751775, 48.87064971081702], [2.3707765642761016, 48.87036970471364], [2.3707544751930922, 48.87034112903163], [2.370935316306834, 48.87008480046081], [2.370861392579637, 48.87006164427146]]], ""type"": ""Polygon""}";48.87038964481729, 2.3706790752477698
EC123999;75016;2019-06-01;2019-09-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;112.63;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;107586;85076;"{""coordinates"": [[[2.2872198519885427, 48.857103192740276], [2.2871905970341886, 48.85712305525448], [2.287530839804552, 48.85737371327504], [2.287560071219876, 48.85735567263898], [2.2872198519885427, 48.857103192740276]]], ""type"": ""Polygon""}";48.857237952102466, 2.2873740640765043
EC129658;75015;2019-06-03;2019-09-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;1090.54;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;112640;89436;"{""coordinates"": [[[2.3024090935621753, 48.847743020039566], [2.302420277030918, 48.84775647766375], [2.3024533868210386, 48.84776899288517], [2.3030010186455567, 48.8476087882326], [2.3029891000887446, 48.84758996617424], [2.3030648847424353, 48.84756790739591], [2.3030553298166474, 48.847553922397466], [2.3029787231657997, 48.84757651330084], [2.302909649966196, 48.84746092850403], [2.3029544533265978, 48.84744886736949], [2.302945676050049, 48.8474375687928], [2.3028882207530486, 48.847433480984165], [2.3022379576391305, 48.847620410171515], [2.3022794298058464, 48.84767529644964], [2.3023498244905287, 48.84775285613244], [2.302381455868474, 48.84775518106272], [2.3024090935621753, 48.847743020039566]]], ""type"": ""Polygon""}";48.84760842046228, 2.302635350054972
EC112548;75020;2019-05-06;2019-11-08;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;185.99;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;97190;75949;"{""coordinates"": [[[2.401548894002899, 48.86829079030278], [2.401543324793016, 48.86829486073647], [2.401982489145746, 48.86882117497795], [2.402024038025828, 48.86880954369286], [2.4016037227682125, 48.86832476170032], [2.4015608581750443, 48.86827081468776], [2.401548894002899, 48.86829079030278]]], ""type"": ""Polygon""}";48.868566751379326, 2.4017919263846976
EC112264;75007;2019-05-06;2019-07-26;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;114.56;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;96946;75746;"{""coordinates"": [[[2.3033109467212376, 48.85550633915297], [2.303347161135406, 48.855530151818584], [2.3035841755001796, 48.85537738891768], [2.303725954641011, 48.85525071036499], [2.303686445487189, 48.855234797473436], [2.303556694483414, 48.85536255686604], [2.3033740929359543, 48.85548596042983], [2.3033457464597245, 48.85548427908414], [2.3033109467212376, 48.85550633915297]]], ""type"": ""Polygon""}";48.8553837201774, 2.303534056747466
EC143049;75010;2019-12-16;2020-12-09;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;17.73;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;124875;98839;"{""coordinates"": [[[2.362438757689657, 48.884328519577736], [2.3625202350703867, 48.88432826993235], [2.3625205639296643, 48.884301406068325], [2.3624394301511518, 48.884301885073285], [2.362438757689657, 48.884328519577736]]], ""type"": ""Polygon""}";48.88431502943963, 2.3624798050224673
EC116825;75013;2019-02-06;2019-03-08;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;13.64;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;101143;79550;"{""coordinates"": [[[2.3658314506003526, 48.81834932541168], [2.36577540722546, 48.81842143369811], [2.3657932625387073, 48.81842744812821], [2.365850690975407, 48.81835489209305], [2.3658314506003526, 48.81834932541168]]], ""type"": ""Polygon""}";48.81838800965777, 2.3658129296409314
EC140961;75013;2019-11-12;2022-09-16;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;50.87;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;122952;97308;"{""coordinates"": [[[2.35598118798532, 48.82999663784569], [2.355922956669657, 48.83017392149246], [2.355957400014767, 48.83017752189234], [2.356014776011979, 48.8299996643218], [2.35598118798532, 48.82999663784569]]], ""type"": ""Polygon""}";48.83008737654918, 2.3559689447188235
EC131118;75003;2019-09-11;2019-10-18;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;22.96;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;113876;90492;"{""coordinates"": [[[2.355493086745844, 48.86525037334445], [2.3555557297466683, 48.86520802061482], [2.3555188860576677, 48.86518733066971], [2.3554570931492202, 48.86523082652836], [2.355493086745844, 48.86525037334445]]], ""type"": ""Polygon""}";48.86521898643539, 2.355506370689417
EC131684;75019;2019-08-12;2019-08-14;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;20.09;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;114330;90892;"{""coordinates"": [[[2.384074774150045, 48.87415255318649], [2.3840850910675897, 48.87418493642815], [2.384158856213482, 48.87416414203003], [2.3841371286917714, 48.87413352124021], [2.384074774150045, 48.87415255318649]]], ""type"": ""Polygon""}";48.87415912916079, 2.3841144196983777
EC74666;75001;2018-09-17;2019-05-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;54.27;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;65420;50456;"{""coordinates"": [[[2.3439603546019057, 48.85802311048209], [2.3437985209325394, 48.85806445846466], [2.343783683772452, 48.85804388629388], [2.343811818492441, 48.85803607142748], [2.343803784814421, 48.85802321971951], [2.343746650460675, 48.858039128893616], [2.3437542556858095, 48.858051693161435], [2.3437780589817856, 48.85804527822163], [2.3437945782500558, 48.85806724102003], [2.343736180855094, 48.858082787119706], [2.3437488533908244, 48.85810391761319], [2.3439721587088127, 48.85804480548068], [2.3439603546019057, 48.85802311048209]]], ""type"": ""Polygon""}";48.858059795858296, 2.3438435309010512
EC77467;75008;2018-11-21;2019-02-11;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;53.33;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;67814;52318;"{""coordinates"": [[[2.3206727335979975, 48.882066339457566], [2.3209344071688953, 48.88211927931259], [2.32094507170706, 48.88209566125187], [2.3206819991991217, 48.88204407956828], [2.3206727335979975, 48.882066339457566]]], ""type"": ""Polygon""}";48.88208162048232, 2.3208099911710542
EC78417;75013;2018-10-08;2022-12-26;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;79.38;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;68696;52970;"{""coordinates"": [[[2.374786589791063, 48.82396760746181], [2.3747794469531343, 48.8239880623847], [2.375241738413262, 48.82406237725277], [2.375254637569686, 48.82404427996075], [2.374786589791063, 48.82396760746181]]], ""type"": ""Polygon""}";48.82401513111429, 2.3750129749673277
EC79991;75015;2018-10-08;2019-04-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;24.21;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;70107;54052;"{""coordinates"": [[[2.2877231113808603, 48.855576032090376], [2.287786923622627, 48.85551436788616], [2.287757007153946, 48.85549426723168], [2.287696629953562, 48.85555709045689], [2.2877231113808603, 48.855576032090376]]], ""type"": ""Polygon""}";48.85553495871689, 2.2877414435955425
EC81215;75011;2018-10-29;2019-02-08;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;53.91;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;71074;54830;"{""coordinates"": [[[2.38957356192932, 48.8582455841862], [2.389592579514125, 48.85827163723228], [2.3897200361583826, 48.85805416700601], [2.389695273538304, 48.85804721017976], [2.38957356192932, 48.8582455841862]]], ""type"": ""Polygon""}";48.85815786259778, 2.3896436431722807
EC86100;75015;2018-11-12;2019-11-08;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;24.34;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;75455;58257;"{""coordinates"": [[[2.3130345589617765, 48.84259736215734], [2.3130637728724843, 48.8426054991996], [2.313130509141543, 48.84251480717423], [2.313106471407772, 48.84250658654862], [2.3130345589617765, 48.84259736215734]]], ""type"": ""Polygon""}";48.84255722941299, 2.313082896570713
EC89499;75014;2019-01-07;2019-02-01;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;152.64;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;78322;60504;"{""coordinates"": [[[2.3340316836432153, 48.829708962978245], [2.334214489135569, 48.82922090349119], [2.334178695635096, 48.829215239622705], [2.334000249050332, 48.829686018466475], [2.3340316836432153, 48.829708962978245]]], ""type"": ""Polygon""}";48.82946002621025, 2.3341055453188613
EC89793;75012;2018-12-10;2019-01-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;12.86;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;78631;60730;"{""coordinates"": [[[2.3835517758547438, 48.84706619270715], [2.383547788484698, 48.84708256562328], [2.3836501086960897, 48.84709424930508], [2.3836564688397694, 48.8470815310015], [2.3835517758547438, 48.84706619270715]]], ""type"": ""Polygon""}";48.84708084613166, 2.38359965457635
EC6779;75006;2017-03-20;2020-02-12;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;112.79;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;AUTRE;4166;3195;"{""coordinates"": [[[2.3393019126511208, 48.85229741215849], [2.339273383289112, 48.85226173545866], [2.338957732709272, 48.85234013718895], [2.3389668500967793, 48.852382992401274], [2.338990424975576, 48.852374014865404], [2.3393019126511208, 48.85229741215849]]], ""type"": ""Polygon""}";48.8523200422668, 2.339124994270954
EC90492;75010;2019-01-02;2019-07-12;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;49.86;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;79230;61197;"{""coordinates"": [[[2.3580681865680133, 48.875967012667296], [2.358100210274419, 48.87595921538247], [2.357986619417603, 48.875793539595165], [2.357956300747583, 48.875803052933044], [2.3580681865680133, 48.875967012667296]]], ""type"": ""Polygon""}";48.87588089380199, 2.358027992804373
EC90883;75017;2019-01-07;2019-04-13;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;44.03;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;DEUX_ROUES,STATIONNEMENT_PAYANT,ZONE_LIVRAISON;79598;61469;"{""coordinates"": [[[2.28416426556537, 48.87763843483298], [2.2841041301699474, 48.87756344073514], [2.2840837433543966, 48.877534768342585], [2.2839898888661208, 48.87761252881777], [2.284036791147115, 48.87762059582915], [2.2841272026685946, 48.87759254018243], [2.28416426556537, 48.87763843483298]]], ""type"": ""Polygon""}";48.877585501056465, 2.2840638576315944
EC90884;75017;2019-01-07;2019-04-13;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;54.59;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;DEUX_ROUES;79598;61469;"{""coordinates"": [[[2.2841982842956057, 48.87760949511105], [2.2842128636831225, 48.87759355333504], [2.2842490704551803, 48.877571183774464], [2.2841889256909926, 48.8775269273307], [2.2841680807800784, 48.877516602363535], [2.2841399511867158, 48.877513884524085], [2.2841150595088653, 48.87751664953674], [2.2841067355700333, 48.87751951452238], [2.2841920852884705, 48.87761856476936], [2.284195488413606, 48.877612028024465], [2.2841982842956057, 48.87760949511105]]], ""type"": ""Polygon""}";48.87755782997805, 2.284178657049052
EC41440;75018;2018-01-22;2019-08-22;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;0.66;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;35364;27504;"{""coordinates"": [[[2.3649271362626307, 48.88580297696559], [2.364931195599978, 48.8858098288793], [2.3649415813652968, 48.88580737934221], [2.364937523390402, 48.885800527436096], [2.3649271362626307, 48.88580297696559]]], ""type"": ""Polygon""}";48.8858051780989, 2.364934359079321
EC5608;75014;2013-05-27;2019-11-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;532.2;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;3607;2705;"{""coordinates"": [[[2.3308398148847114, 48.822920553840135], [2.3307541408193733, 48.82293282490189], [2.3309912356877955, 48.82358899018878], [2.3310376156667196, 48.82362932331784], [2.3311051501215454, 48.823633343584646], [2.3311035824967385, 48.8235404369818], [2.3310515580230438, 48.823510091390766], [2.3308398148847114, 48.822920553840135]]], ""type"": ""Polygon""}";48.82328739686967, 2.330930075275362
EC31435;75017;2017-11-20;2019-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;24588.08;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;26240;20456;"{""coordinates"": [[[2.2812425256460673, 48.878189128116624], [2.281364999685245, 48.87831918585985], [2.281504117761176, 48.87844387896175], [2.2815835676347227, 48.87848989207598], [2.2816824986989204, 48.87852509324581], [2.2818780998732358, 48.87855905309655], [2.2821733595330875, 48.878575395], [2.282520382234717, 48.87854286779683], [2.282844573053293, 48.878463756390815], [2.2831445487495015, 48.87833805177969], [2.2833544446558336, 48.878236396959885], [2.283479642794656, 48.878168842372844], [2.283561739004648, 48.878122886381654], [2.2836314104728026, 48.87807685688277], [2.2837013135354916, 48.87801397958378], [2.2837297716457425, 48.87795267633709], [2.283758862144654, 48.8778453845854], [2.2837632774676577, 48.877725196133916], [2.283755616241328, 48.877579434605636], [2.283733260331576, 48.877498245950754], [2.283698265772029, 48.87743246471594], [2.2837495240140218, 48.87742002145552], [2.283731925874661, 48.8773944153482], [2.2836800895024014, 48.877348569749834], [2.283588226285391, 48.87730157266031], [2.283426013285847, 48.87724960104907], [2.283259509672556, 48.87720853231901], [2.283087420635556, 48.877171984168974], [2.282924995394265, 48.87713549275678], [2.2827803685991803, 48.877110036554406], [2.2825941612008283, 48.877096170826235], [2.2824063267781916, 48.87710005434892], [2.2821989017011295, 48.87712294460496], [2.2820195902469225, 48.87715966501551], [2.281865017012199, 48.877204729260626], [2.2816956579348995, 48.877270651145615], [2.2816011028996295, 48.877318807361135], [2.281500868996185, 48.87737831327834], [2.2813963547098246, 48.87744781207657], [2.2813123159904385, 48.877534281964536], [2.2812238724935496, 48.87763984982902], [2.2811826275393154, 48.87772703161615], [2.2811549995338076, 48.87782795613901], [2.2811460367953758, 48.87792717066564], [2.2811632302100566, 48.87803200753886], [2.2811946064665096, 48.87810960759007], [2.2812425256460673, 48.878189128116624]]], ""type"": ""Polygon""}";48.877822479286074, 2.2824442873357573
EC354198;75012;2003-09-18;2023-10-06;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;35.54;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;835915;232473;"{""coordinates"": [[[2.37663391105949, 48.83896229714717], [2.376790060590195, 48.83904457239065], [2.3768086793214938, 48.83902594824915], [2.376654044341474, 48.83894519904598], [2.37663391105949, 48.83896229714717]]], ""type"": ""Polygon""}";48.838994700878224, 2.376721990868293
EC100869;75010;2019-02-27;2019-03-05;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;148.79;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;87231;67675;"{""coordinates"": [[[2.370058911530695, 48.87825593015486], [2.3700620918570046, 48.87787891181274], [2.370011006667725, 48.877878642988485], [2.3700133394841183, 48.878256601367156], [2.370058911530695, 48.87825593015486]]], ""type"": ""Polygon""}";48.87806393238501, 2.3700363311399677
EC101351;75020;2019-03-04;2019-04-19;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;203.74;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;87564;67972;"{""coordinates"": [[[2.403465714852082, 48.870519325350465], [2.4039807413970324, 48.871115222764104], [2.4040138666796267, 48.87111584276671], [2.403987458997207, 48.871071086286385], [2.4034927840299827, 48.8705062544145], [2.403465714852082, 48.870519325350465]]], ""type"": ""Polygon""}";48.8708193139905, 2.4037458341532703
EC93690;75013;2019-01-28;2019-09-24;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;169.65;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;81820;63279;"{""coordinates"": [[[2.3704727262424963, 48.83728067857939], [2.370563515455949, 48.83730301452993], [2.3707341887199016, 48.83687950387595], [2.370695669906697, 48.83687019335757], [2.3705308671213006, 48.83726459092949], [2.3704786190254623, 48.837249744452436], [2.3704727262424963, 48.83728067857939]]], ""type"": ""Polygon""}";48.83710461948667, 2.3706167309840365
