Code INSEE;Commune;Population municipale;Année
77509;VILLENEUVE-LES-BORDES;570;2007
78020;ARNOUVILLE-LES-MANTES;816;2007
78096;BOURDONNE;469;2007
78189;CRESPIERES;1657;2007
78190;CROISSY-SUR-SEINE;10100;2007
78230;LA FALAISE;617;2007
78255;FRENEUSE;3823;2007
78291;GUERVILLE;1997;2007
78321;JOUARS-PONTCHARTRAIN;5145;2007
78418;MONTESSON;14885;2007
78505;PRUNAY-LE-TEMPLE;368;2007
78575;SAINT-REMY-LES-CHEVREUSE;7879;2007
78623;LE TREMBLAY-SUR-MAULDRE;984;2007
91069;BOIGNEVILLE;422;2007
91095;BOURAY-SUR-JUINE;1926;2007
91112;BROUY;122;2007
91332;LEUDEVILLE;1294;2007
91553;SAINT-GERMAIN-LES-CORBEIL;7177;2007
94002;ALFORTVILLE;44116;2007
94054;ORLY;21117;2007
94069;SAINT-MAURICE;14596;2007
94080;VINCENNES;47372;2007
95023;ARRONVILLE;667;2007
95046;BANTHELU;117;2007
95088;BONNEUIL-EN-FRANCE;711;2007
95154;CHENNEVIERES-LES-LOUVRES;319;2007
95176;CORMEILLES-EN-PARISIS;21824;2007
95280;GOUSSAINVILLE;30310;2007
95535;SAGY;1159;2007
95554;SAINT-GERVAIS;956;2007
95604;SURVILLIERS;3710;2007
91223;ETAMPES;22568;2006
91286;GRIGNY;25981;2006
91345;LONGJUMEAU;21048;2006
91408;MOIGNY-SUR-ECOLE;1254;2006
91468;ORMOY;1685;2006
91634;VAUGRIGNEUSE;1203;2006
92012;BOULOGNE-BILLANCOURT;110251;2006
93030;DUGNY;10603;2006
94018;CHARENTON-LE-PONT;28395;2006
94022;CHOISY-LE-ROI;36198;2006
94069;SAINT-MAURICE;14547;2006
94071;SUCY-EN-BRIE;26261;2006
95116;BRUYERES-SUR-OISE;3248;2006
95306;HERBLAY;25824;2006
95427;MONTMAGNY;13956;2006
95430;MONTSOULT;3492;2006
95509;PUISEUX-EN-FRANCE;3414;2006
95637;VAUREAL;15316;2006
77109;CHENOISE;1240;2006
77175;EVRY-GREGY-SUR-YERRE;2232;2006
77196;FRESNES-SUR-MARNE;628;2006
77206;GIREMOUTIERS;129;2006
77274;MARCILLY;384;2006
77298;MONS-EN-MONTOIS;426;2006
77331;NANTEUIL-SUR-MARNE;462;2006
77344;OISSERY;2152;2006
77355;PAROY;173;2006
77389;LA ROCHETTE;2930;2006
77418;SAINT-LOUP-DE-NAUD;883;2006
77428;SAINT-OUEN-EN-BRIE;843;2006
77429;SAINT-OUEN-SUR-MORIN;576;2006
78005;ACHERES;19850;2006
78120;BULLION;1944;2006
78171;CONDE-SUR-VESGRE;1039;2006
78189;CRESPIERES;1642;2006
78208;ELANCOURT;27577;2006
78267;GARGENVILLE;6725;2006
78464;ORCEMONT;847;2006
78466;ORGEVAL;5456;2006
78548;SAINT-FORGET;484;2006
78561;SAINT-LAMBERT;375;2006
78608;LE TERTRE-SAINT-DENIS;105;2006
78642;VERNEUIL-SUR-SEINE;15408;2006
78686;VIROFLAY;16064;2006
77070;CHAILLY-EN-BRIE;926;1990
77085;CHANTELOUP-EN-BRIE;1222;1990
77135;COURPALAY;1135;1990
77212;GRAVON;86;1990
77298;MONS-EN-MONTOIS;326;1990
77320;MOUROUX;3594;1990
77342;OBSONVILLE;87;1990
77343;OCQUERRE;284;1990
77350;OZOIR-LA-FERRIERE;19031;1990
77365;LE PLESSIS-FEU-AUSSOUX;322;1990
77367;LE PLESSIS-PLACY;224;1990
77379;PROVINS;11608;1990
77419;SAINT-MAMMES;3007;1990
77428;SAINT-OUEN-EN-BRIE;577;1990
77438;SAINT-THIBAULT-DES-VIGNES;4207;1990
77440;SAMMERON;820;1990
77492;VERDELOT;613;1990
77496;VIEUX-CHAMPAGNE;191;1990
77529;VOULANGIS;1113;1990
78009;ALLAINVILLE;273;1990
78317;JAMBVILLE;586;1990
78321;JOUARS-PONTCHARTRAIN;4282;1990
78440;LES MUREAUX;33089;1990
78551;SAINT-GERMAIN-EN-LAYE;39926;1990
78590;SENLISSE;425;1990
91022;ARRANCOURT;100;1990
91069;BOIGNEVILLE;451;1990
91131;CHALOU-MOULINEUX;389;1990
91201;DRAVEIL;27867;1990
91340;LISSES;6860;1990
91425;MONTLHERY;5195;1990
91587;SAULX-LES-CHARTREUX;4141;1990
91662;VILLECONIN;528;1990
92014;BOURG-LA-REINE;18499;1990
92032;FONTENAY-AUX-ROSES;23322;1990
93050;NEUILLY-SUR-MARNE;31461;1990
94034;FRESNES;26959;1990
94055;ORMESSON-SUR-MARNE;10038;1990
94074;VALENTON;11110;1990
95018;ARGENTEUIL;93096;1990
95151;CHAUVRY;287;1990
95199;DOMONT;13226;1990
95218;ERAGNY;16941;1990
95450;NEUVILLE-SUR-OISE;1036;1990
95612;LE THILLAY;3419;1990
75101;Paris 1er Arrondissement;16717;2014
77015;Baby;98;2014
77033;Bezalles;253;2014
77061;Cannes-Écluse;2534;2014
77089;La Chapelle-Rablais;983;2014
77097;Chartronges;301;2014
77215;Gretz-Armainvilliers;8578;2014
77239;Jouy-le-Châtel;1570;2014
77292;Messy;1111;2014
77296;Moissy-Cramayel;17606;2014
77301;Montceaux-lès-Provins;345;2014
77303;Montdauphin;240;2014
77305;Montereau-Fault-Yonne;18339;2014
77339;Noisy-sur-École;1854;2014
77384;Réau;1774;2014
77388;Reuil-en-Brie;825;2014
77403;Saint-Brice;700;2014
78227;Évecquemont;789;2014
78465;Orgerus;2316;2014
78548;Saint-Forget;494;2014
77020;Bannost-Villegagnon;673;2013
77070;Chailly-en-Brie;1462;2013
77121;Collégien;3239;2013
77126;Congis-sur-Thérouanne;1801;2013
77177;Favières;1088;2013
77202;La Genevraye;665;2013
77240;Jouy-sur-Morin;2157;2013
77297;Mondreville;362;2013
77311;Montigny-Lencoup;1302;2013
77391;Rouilly;493;2013
77408;Saint-Fiacre;407;2013
77411;Saint-Germain-sous-Doue;496;2013
77464;Thorigny-sur-Marne;9150;2013
78143;Châteaufort;1388;2013
78147;Chaufour-lès-Bonnières;456;2013
78283;Grandchamp;321;2013
78314;Issou;4359;2013
78325;Jumeauville;597;2013
78382;Maurecourt;4411;2013
78391;Méricourt;393;2013
78437;Mousseaux-sur-Seine;658;2013
91044;Ballainvilliers;4000;2013
91131;Chalou-Moulineux;421;2013
91345;Longjumeau;21657;2013
91461;Ollainville;4665;2013
91526;Roinvilliers;90;2013
91581;Saint-Yon;879;2013
91613;Congerville-Thionville;232;2013
91657;Vigneux-sur-Seine;31126;2013
92072;Sèvres;23404;2013
93055;Pantin;53471;2013
94080;Vincennes;49695;2013
95199;Domont;15339;2013
95348;Longuesse;531;2013
95493;Le Plessis-Luzarches;144;2013
95651;Vétheuil;866;2013
91198;D'Huison-Longueville;1504;2014
91293;Guigneville-sur-Essonne;966;2014
91421;Montgeron;23617;2014
91570;Saint-Michel-sur-Orge;19896;2014
91645;Verrières-le-Buisson;15711;2014
91667;Villemoisson-sur-Orge;6865;2014
92023;Clamart;52457;2014
92032;Fontenay-aux-Roses;22946;2014
93066;Saint-Denis;110733;2014
94037;Gentilly;16358;2014
95250;Fosses;9554;2014
95259;Gadancourt;84;2014
95582;Sannois;26826;2014
95678;Villiers-Adam;838;2014
77016;BAGNEAUX-SUR-LOING;1595;1999
77033;BEZALLES;162;1999
77088;LA CHAPELLE-LA-REINE;2781;1999
77122;COMBS-LA-VILLE;20953;1999
77145;CRISENOY;604;1999
77190;FONTAINS;247;1999
77284;MEAUX;49421;1999
77308;MONTGE-EN-GOELE;633;1999
77312;MONTIGNY-SUR-LOING;2796;1999
77413;SAINT-GERMAIN-SUR-MORIN;2755;1999
77424;SAINT-MARTIN-DU-BOSCHET;187;1999
77471;TOUSSON;378;1999
77477;URY;757;1999
78087;BONNELLES;2162;1999
78209;EMANCE;738;1999
78310;HOUDAN;3112;1999
78455;NOISY-LE-ROI;7718;1999
78478;PARAY-DOUAVILLE;162;1999
78528;ROLLEBOISE;401;1999
78597;SOINDRES;610;1999
78646;VERSAILLES;85726;1999
91016;ANGERVILLE;3265;1999
91106;BREUX-JOUY;1259;1999
91111;BRIIS-SOUS-FORGES;3211;1999
91135;CHAMPCUEIL;2528;1999
91645;VERRIERES-LE-BUISSON;15923;1999
91689;WISSOUS;5160;1999
94048;MAROLLES-EN-BRIE;5191;1999
94077;VILLENEUVE-LE-ROI;18292;1999
95212;EPIAIS-LES-LOUVRES;60;1999
95277;GONESSE;24721;1999
95427;MONTMAGNY;13090;1999
95584;SANTEUIL;578;1999
91016;ANGERVILLE;2622;1982
91145;CHATIGNONVILLE;84;1982
91174;CORBEIL-ESSONNES;37846;1982
91333;LEUVILLE-SUR-ORGE;1969;1982
91390;MEREVILLE;2674;1982
91393;MEROBERT;321;1982
91458;NOZAY;2653;1982
91630;LE VAL-SAINT-GERMAIN;683;1982
92077;VILLE-D'AVRAY;11625;1982
94002;ALFORTVILLE;36231;1982
94054;ORLY;23766;1982
95018;ARGENTEUIL;95347;1982
95060;BESSANCOURT;5758;1982
95088;BONNEUIL-EN-FRANCE;529;1982
95450;NEUVILLE-SUR-OISE;885;1982
95627;VALLANGOUJARD;507;1982
77009;ARVILLE;117;1982
77121;COLLEGIEN;818;1982
77128;COUILLY-PONT-AUX-DAMES;1273;1982
77151;DAGNY;229;1982
77187;FONTAINE-FOURCHES;391;1982
77195;FOUJU;357;1982
77209;GOUVERNES;764;1982
77216;GREZ-SUR-LOING;1045;1982
77217;GRISY-SUISNES;1379;1982
77237;JOSSIGNY;516;1982
77251;LIEUSAINT;510;1982
77292;MESSY;720;1982
77328;NANTEAU-SUR-ESSONNE;258;1982
77382;QUINCY-VOISINS;3167;1982
77407;SAINT-FARGEAU-PONTHIERRY;9553;1982
77410;SAINT-GERMAIN-LAXIS;468;1982
77419;SAINT-MAMMES;2974;1982
77475;TRILPORT;3323;1982
78003;ABLIS;1367;1982
78007;AIGREMONT;864;1982
78068;BLARU;628;1982
78321;JOUARS-PONTCHARTRAIN;3774;1982
78325;JUMEAUVILLE;552;1982
78402;MEZIERES-SUR-SEINE;2124;1982
75107;PARIS- 7E__ARRONDISSEMENT;74250;1975
77034;BLANDY;561;1975
77077;CHAMBRY;673;1975
77085;CHANTELOUP;414;1975
77100;LE CHATELET-EN-BRIE;2193;1975
77112;CHEVRAINVILLIERS;222;1975
77149;CUCHARMOY;185;1975
77168;EGREVILLE;1224;1975
77176;FAREMOUTIERS;1248;1975
77179;FERICY;386;1975
77269;MAINCY;1510;1975
77278;MAROLLES-EN-BRIE;210;1975
77283;MAY-EN-MULTIEN;502;1975
77301;MONTCEAUX-LES-PROVINS;267;1975
77343;OCQUERRE;270;1975
77450;SERVON;1163;1975
77454;SOGNOLLES-EN-MONTOIS;161;1975
77457;SOLERS;503;1975
77476;TROCY-EN-MULTIEN;171;1975
77518;VILLIERS-EN-BIERE;59;1975
78048;BAZAINVILLE;559;1975
78126;LA CELLE-SAINT-CLOUD;25696;1975
78163;CIVRY-LA-FORET;190;1975
78237;FLINS-NEUVE-EGLISE;38;1975
78350;LOUVECIENNES;7488;1975
78385;MENERVILLE;126;1975
78403;MEZY-SUR-SEINE;1346;1975
78537;SAINT-ARNOULT-EN-YVELINES;3016;1975
78561;SAINT-LAMBERT;371;1975
78643;VERNOUILLET;6168;1975
78647;VERT;636;1975
91022;ARRANCOURT;68;1975
91038;AUVERS-SAINT-GEORGES;639;1975
91045;BALLANCOURT-SUR-ESSONNE;5025;1975
91159;CHEVANNES;758;1975
91471;ORSAY;22518;1975
91587;SAULX-LES-CHARTREUX;2437;1975
91635;VAUHALLAN;1856;1975
91661;VILLEBON-SUR-YVETTE;7234;1975
92044;LEVALLOIS-PERRET;52523;1975
93063;ROMAINVILLE;26260;1975
95018;ARGENTEUIL;102530;1975
95091;BOUFFEMONT;3154;1975
95253;FREMAINVILLE;236;1975
95258;FROUVILLE;225;1975
95303;LE HEAULME;100;1975
95328;LABBEVILLE;512;1975
95409;MOISSELLES;974;1975
95607;TAVERNY;16963;1975
95675;VILLERON;311;1975
77008;ARMENTIERES EN BRIE;300;1968
77065;CELY;445;1968
77090;LA CHAPELLE SAINT SULPICE;103;1968
77103;CHATILLON LA BORDE;114;1968
77113;CHEVRU;302;1968
77116;CHOISY EN BRIE;772;1968
77175;EVRY LES CHATEAUX;559;1968
77208;GOUAIX;1020;1968
77234;JABLINES;288;1968
77256;LIZINES;97;1968
77384;REAU;497;1968
77392;ROUVRES;177;1968
77418;SAINT LOUP DE NAUD;721;1968
77431;SAINT PIERRE LES NEMOURS;3298;1968
77444;SANCY LES PROVINS;204;1968
77489;VAUX SUR LUNAIN;277;1968
78005;ACHERES;10444;1968
78029;AUBERGENVILLE;7513;1968
78053;BEHOUST;234;1968
78133;CHAMBOURCY;2515;1968
78152;CHAVENAY;614;1968
78160;CHEVREUSE;3409;1968
78291;GUERVILLE;1360;1968
78302;LA HAUTEVILLE;138;1968
78407;MITTAINVILLE;198;1968
78642;VERNEUIL SUR SEINE;7405;1968
78255;Freneuse;3933;2011
78269;Gazeran;1256;2011
78320;Jeufosse;428;2011
78384;Médan;1436;2011
78396;Le Mesnil-le-Roi;6408;2011
78420;Montfort-l'Amaury;3127;2011
78478;Paray-Douaville;242;2011
78484;Perdreauville;630;2011
78522;Rochefort-en-Yvelines;937;2011
78524;Rocquencourt;3217;2011
78620;Toussus-le-Noble;1006;2011
78655;Vieille-Église-en-Yvelines;803;2011
91041;Avrainville;777;2011
91098;Boutervilliers;379;2011
91275;Gometz-le-Châtel;2622;2011
91330;Lardy;5534;2011
91377;Massy;43006;2011
91432;Morangis;12592;2011
91435;Morsang-sur-Seine;524;2011
91495;Plessis-Saint-Benoist;308;2011
91587;Saulx-les-Chartreux;5065;2011
91634;Vaugrigneuse;1288;2011
92019;Châtenay-Malabry;32083;2011
93062;Le Raincy;13928;2011
93063;Romainville;25512;2011
94002;Alfortville;44550;2011
94004;Boissy-Saint-Léger;16354;2011
94021;Chevilly-Larue;18532;2011
95197;Deuil-la-Barre;21638;2011
95252;Franconville;33512;2011
95371;Marly-la-Ville;5502;2011
95651;Vétheuil;901;2011
75105;Paris 5ème arrondissement;60179;2012
75106;Paris 6ème arrondissement;43224;2012
77007;Argentières;394;2012
77021;Barbey;181;2012
77032;Beton-Bazoches;843;2012
77040;Boissise-le-Roi;3696;2012
77059;Bussy-Saint-Martin;717;2012
77060;Buthiers;757;2012
77062;Carnetin;475;2012
77132;Coupvray;2607;2012
77141;Coutevroult;1059;2012
77144;Crèvec£oeur-en-Brie;332;2012
77164;Échouboulains;520;2012
77166;Écuelles;2489;2012
77171;Esbly;6004;2012
77223;Gurcy-le-Châtel;575;2012
77233;Iverny;581;2012
77271;Maisoncelles-en-Gâtinais;131;2012
77291;Le Mesnil-Amelot;852;2012
77299;Montarlot;234;2012
77305;Montereau-Fault-Yonne;16682;2012
77306;Montereau-sur-le-Jard;549;2012
77315;Montry;3398;2012
77323;Moussy-le-Vieux;984;2012
77325;Mouy-sur-Seine;362;2012
77331;Nanteuil-sur-Marne;481;2012
77333;Nemours;12770;2012
77345;Orly-sur-Morin;672;2012
77364;Le Plessis-aux-Bois;249;2012
77368;Poigny;493;2012
77388;Reuil-en-Brie;832;2012
77409;Saint-Germain-Laval;2805;2012
77439;Salins;1024;2012
77442;Samoreau;2317;2012
77509;Villeneuve-les-Bordes;606;2012
78146;Chatou;30585;2012
78158;Le Chesnay;28980;2012
78196;Davron;322;2012
78381;Maulette;809;2012
78497;Poigny-la-Forêt;983;2012
75104;Paris 4ème arrondissement;27887;2011
77023;Barcy;249;2011
77067;Cesson;9092;2011
77088;La Chapelle-la-Reine;2567;2011
77111;Chessy;4355;2011
77174;Everly;592;2011
77200;Garentreville;103;2011
77272;Maison-Rouge;893;2011
77301;Montceaux-lès-Provins;333;2011
77368;Poigny;496;2011
77370;Poligny;823;2011
77386;Recloses;699;2011
77408;Saint-Fiacre;395;2011
77414;Saint-Hilliers;454;2011
77455;Soignolles-en-Brie;2077;2011
77474;Trilbardou;652;2011
77485;Le Vaudoué;754;2011
77526;Vincy-Man£oeuvre;209;2011
77528;Voisenon;1027;2011
78029;Aubergenville;11867;2011
91103;Brétigny-sur-Orge;25214;2012
91174;Corbeil-Essonnes;46017;2012
91243;Fontenay-lès-Briis;1882;2012
91399;Mespuits;202;2012
91435;Morsang-sur-Seine;529;2012
91441;Nainville-les-Roches;463;2012
91477;Palaiseau;30268;2012
93006;Bagnolet;34920;2012
93071;Sevran;49442;2012
94002;Alfortville;44397;2012
94068;Saint-Maur-des-Fossés;74176;2012
95304;Hédouville;242;2012
95409;Moisselles;1258;2012
95554;Saint-Gervais;959;2012
91016;ANGERVILLE;1783;1968
91115;BRUYERES LE CHATEL;1521;1968
91226;ETRECHY;2876;1968
91312;IGNY;7794;1968
91347;LONGPONT SUR ORGE;1825;1968
91377;MASSY;37055;1968
91390;MEREVILLE;2195;1968
91435;MORSANG SUR SEINE;159;1968
91468;ORMOY;448;1968
91533;SACLAS;1105;1968
91538;SAINT AUBIN;176;1968
91648;VERT LE GRAND;828;1968
92007;BAGNEUX;42006;1968
93001;AUBERVILLIERS;73695;1968
94001;ABLON SUR SEINE;5692;1968
95078;BOISSY L'AILLERIE;991;1968
95151;CHAUVRY;240;1968
95252;FRANCONVILLE;16205;1968
95295;GUIRY EN VEXIN;142;1968
95438;MOUSSY;58;1968
95445;NERVILLE LA FORET;254;1968
95493;LE PLESSIS LUZARCHES;149;1968
95585;SARCELLES;51674;1968
95612;LE THILLAY;2836;1968
75117;Paris 17ème arrondissement;167070;2008
77010;Aubepierre-Ozouer-le-Repos;899;2008
77020;Bannost-Villegagnon;609;2008
77026;Beauchery-Saint-Martin;397;2008
77038;Boissettes;434;2008
77043;Boitron;385;2008
77044;Bombon;1000;2008
77076;Chalmaison;704;2008
77100;Le Châtelet-en-Brie;4412;2008
77167;Égligny;330;2008
77316;Moret-sur-Loing;4423;2008
77400;Saint-Augustin;1661;2008
77412;Saint-Germain-sur-École;361;2008
77426;Saint-Méry;391;2008
77434;Saint-Sauveur-lès-Bray;320;2008
77443;Sancy;368;2008
77446;Savins;620;2008
77462;Thieux;809;2008
77476;Trocy-en-Multien;266;2008
77525;Vinantes;334;2008
78096;Bourdonné;467;2008
78108;Les Bréviaires;1124;2008
78120;Bullion;1940;2008
78189;Crespières;1628;2008
78231;Favrieux;139;2008
78237;Flins-Neuve-Église;165;2008
78265;Garancières;2356;2008
78299;Hardricourt;2034;2008
78350;Louveciennes;7260;2008
91041;Avrainville;720;2009
91145;Chatignonville;59;2009
91186;Courson-Monteloup;588;2009
91274;Gometz-la-Ville;1313;2009
91425;Montlhéry;6743;2009
91540;Saint-Chéron;4785;2009
91579;Saint-Vrain;2788;2009
91589;Savigny-sur-Orge;37092;2009
91600;Soisy-sur-Seine;7150;2009
91649;Vert-le-Petit;2591;2009
92071;Sceaux;19334;2009
93061;Le Pré-Saint-Gervais;18121;2009
94011;Bonneuil-sur-Marne;16594;2009
94069;Saint-Maurice;14439;2009
94078;Villeneuve-Saint-Georges;31013;2009
95110;Brignancourt;198;2009
95120;Butry-sur-Oise;1994;2009
95288;Groslay;8413;2009
95422;Montgeroult;428;2009
95535;Sagy;1164;2009
95675;Villeron;728;2009
75101;Paris 1ère arrondissement;17614;2009
77030;Bellot;801;2009
77061;Cannes-Écluse;2595;2009
77066;Cerneux;299;2009
77114;Chevry-Cossigny;3687;2009
77132;Coupvray;2781;2009
77140;Coutençon;274;2009
77141;Coutevroult;913;2009
77178;Faÿ-lès-Nemours;467;2009
77192;Fontenay-Trésigny;5069;2009
77231;Isles-les-Meldeuses;768;2009
77245;Laval-en-Brie;450;2009
77252;Limoges-Fourches;472;2009
77254;Liverdy-en-Brie;1271;2009
77260;Longueville;1664;2009
77277;Marles-en-Brie;1424;2009
77347;Les Ormes-sur-Voulzie;832;2009
77372;Pomponne;3331;2009
77373;Pontault-Combault;35252;2009
77390;Roissy-en-Brie;22237;2009
77391;Rouilly;487;2009
77398;Sablonnières;694;2009
77406;Saint-Denis-lès-Rebais;944;2009
77417;Saint-Léger;201;2009
77454;Sognolles-en-Montois;427;2009
77465;Thoury-Férottes;644;2009
77467;La Tombe;214;2009
77483;Varreddes;1860;2009
78073;Bois-d'Arcy;13646;2009
78230;La Falaise;622;2009
78281;Goussonville;611;2009
78320;Jeufosse;430;2009
78366;Mareil-le-Guyon;418;2009
78389;Méré;1712;2009
78404;Millemont;252;2009
78444;Neauphlette;899;2009
78466;Orgeval;5841;2009
78536;Sailly;376;2009
78561;Saint-Lambert;415;2009
78606;Le Tartre-Gaudran;31;2009
78642;Verneuil-sur-Seine;15174;2009
78668;La Villeneuve-en-Chevrie;563;2009
75105;Paris 5ème arrondissement;60938;2010
77007;Argentières;388;2010
77106;Chauffry;992;2010
77125;Condé-Sainte-Libiaire;1409;2010
77218;Grisy-sur-Seine;98;2010
77226;Héricy;2548;2010
77241;Juilly;2156;2010
77256;Lizines;168;2010
77271;Maisoncelles-en-Gâtinais;138;2010
77348;Ormesson;273;2010
77410;Saint-Germain-Laxis;497;2010
77447;Seine-Port;1962;2010
77451;Signy-Signets;602;2010
78062;Beynes;7678;2010
78077;La Boissière-École;769;2010
78104;Breuil-Bois-Robert;709;2010
78140;Chapet;1180;2010
78143;Châteaufort;1429;2010
78158;Le Chesnay;28975;2010
78188;Cravent;414;2010
78278;Goupillières;460;2010
78396;Le Mesnil-le-Roi;6415;2010
78401;Meulan-en-Yvelines;8855;2010
78616;Thoiry;1139;2010
91112;Brouy;125;2010
91129;Cerny;3294;2010
91184;Courdimanche-sur-Essonne;269;2010
91433;Morigny-Champigny;4311;2010
91469;Ormoy-la-Rivière;941;2010
91577;Saintry-sur-Seine;5093;2010
91649;Vert-le-Petit;2636;2010
91666;Villejust;2247;2010
92051;Neuilly-sur-Seine;61754;2010
93079;Villetaneuse;12592;2010
94047;Mandres-les-Roses;4413;2010
94076;Villejuif;55490;2010
95091;Bouffémont;5940;2010
95116;Bruyères-sur-Oise;3700;2010
95258;Frouville;369;2010
95271;Génicourt;489;2010
95328;Labbeville;569;2010
95428;Montmorency;21194;2010
95658;Vigny;1077;2010
78497;Poigny-la-Forêt;1032;2008
78575;Saint-Rémy-lès-Chevreuse;7965;2008
78605;Tacoignières;1028;2008
78642;Verneuil-sur-Seine;15431;2008
91184;Courdimanche-sur-Essonne;277;2008
91198;D'Huison-Longueville;1362;2008
91232;La Ferté-Alais;4006;2008
91330;Lardy;5662;2008
91689;Wissous;5181;2008
92062;Puteaux;44548;2008
93027;La Courneuve;36915;2008
95287;Grisy-les-Plâtres;589;2008
95298;Haravilliers;521;2008
95424;Montigny-lès-Cormeilles;18891;2008
95489;Piscop;707;2008
95676;Villers-en-Arthies;464;2008
75116;PARIS SEIZIEME ARRONDISSEMENT;214120;1968
77006;ARBONNE;355;1968
77012;AUGERS EN BRIE;213;1968
77018;BAILLY ROMAINVILLIERS;245;1968
77034;BLANDY;620;1968
77058;BUSSY SAINT GEORGES;462;1968
77061;CANNES ECLUSE;1140;1968
77064;LA CELLE SUR SEINE;355;1968
77087;LA CHAPELLE IGER;111;1968
77101;CHATENAY SUR SEINE;526;1968
77123;COMPANS;340;1968
77135;COURPALAY;723;1968
77141;COUTEVROULT;278;1968
77146;CROISSY BEAUBOURG;231;1968
77173;ETREPILLY;391;1968
77184;FLAGY;328;1968
77215;GRETZ ARMAINVILLIERS;4559;1968
77232;ISLES LES VILLENOY;288;1968
77252;LIMOGES FOURCHES;224;1968
77270;MAISONCELLES EN BRIE;278;1968
77279;MAROLLES SUR SEINE;631;1968
77300;MONTCEAUX;361;1968
77346;ORMEAUX;203;1968
77359;PERTHES;937;1968
77387;REMAUVILLE;314;1968
77475;TRILPORT;1890;1968
77476;TROCY EN MULTIEN;179;1968
77477;URY;483;1968
77487;VAUX LE PENIL;2506;1968
77493;VERNEUIL L'ETANG;1299;1968
78036;AUTOUILLET;149;1968
78108;LES BREVIAIRES;305;1968
78165;LES CLAYES SOUS BOIS;9954;1968
78346;LONGNES;624;1968
78396;LE MESNIL LE ROI;5473;1968
78423;MONTIGNY LE BRETONNEUX;768;1968
78586;SARTROUVILLE;40277;1968
78618;TILLY;253;1968
91243;FONTENAY-LES-BRIIS;1713;2006
91359;MAISSE;2647;2006
91507;PRUNAY-SUR-ESSONNE;305;2006
91581;SAINT-YON;876;2006
92051;NEUILLY-SUR-SEINE;61471;2006
93005;AULNAY-SOUS-BOIS;81600;2006
94021;CHEVILLY-LARUE;18622;2006
95213;EPIAIS-RHUS;621;2006
95277;GONESSE;26152;2006
95409;MOISSELLES;1096;2006
95447;NEUILLY-EN-VEXIN;210;2006
77041;BOISSY-AUX-CAILLES;320;2007
77075;CHALIFERT;1174;2007
77085;CHANTELOUP-EN-BRIE;1862;2007
77136;COURQUETAINE;189;2007
77173;ETREPILLY;817;2007
77204;GERMIGNY-SOUS-COULOMBS;194;2007
77234;JABLINES;628;2007
77235;JAIGNES;329;2007
77278;MAROLLES-EN-BRIE;430;2007
77283;MAY-EN-MULTIEN;842;2007
77297;MONDREVILLE;354;2007
77341;NOYEN-SUR-SEINE;364;2007
77343;OCQUERRE;378;2007
77345;ORLY-SUR-MORIN;639;2007
77406;SAINT-DENIS-LES-REBAIS;914;2007
77473;TREUZY-LEVELAY;446;2007
78224;L'ETANG-LA-VILLE;4777;2007
78242;FONTENAY-LE-FLEURY;12974;2007
78269;GAZERAN;1161;2007
78327;JUZIERS;3668;2007
78406;MILON-LA-CHAPELLE;319;2007
78562;SAINT-LEGER-EN-YVELINES;1443;2007
91038;AUVERS-SAINT-GEORGES;1165;2007
91182;COURCOURONNES;14336;2007
91274;GOMETZ-LA-VILLE;1190;2007
91363;MARCOUSSIS;7736;2007
91376;MAROLLES-EN-HUREPOIX;4740;2007
91463;ONCY-SUR-ECOLE;939;2007
91552;SAINT-GERMAIN-LES-ARPAJON;9146;2007
91630;LE VAL-SAINT-GERMAIN;1457;2007
91691;YERRES;28789;2007
92009;BOIS-COLOMBES;27600;2007
92073;SURESNES;44738;2007
94044;LIMEIL-BREVANNES;18657;2007
94065;RUNGIS;5618;2007
95277;GONESSE;26262;2007
95429;MONTREUIL-SUR-EPTE;441;2007
95430;MONTSOULT;3474;2007
95447;NEUILLY-EN-VEXIN;210;2007
95488;PIERRELAYE;7635;2007
95574;SAINT-PRIX;7245;2007
95633;VAUDHERLAND;91;2007
77018;BAILLY-ROMAINVILLIERS;5421;2006
77023;BARCY;222;2006
77035;BLENNES;541;2006
77061;CANNES-ECLUSE;2550;2006
77065;CELY;1089;2006
77084;CHANGIS-SUR-MARNE;1031;2006
77087;LA CHAPELLE-IGER;169;2006
77107;CHAUMES-EN-BRIE;2958;2006
77142;CRECY-LA-CHAPELLE;4029;2006
77151;DAGNY;338;2006
77192;FONTENAY-TRESIGNY;4967;2006
77231;ISLES-LES-MELDEUSES;722;2006
77308;MONTGE-EN-GOELE;692;2006
77313;MONTMACHOUX;230;2006
77314;MONTOLIVET;247;2006
77337;NOISIEL;15379;2006
77359;PERTHES;2063;2006
77394;RUBELLES;1848;2006
77532;VULAINES-LES-PROVINS;62;2006
78117;BUC;5502;2006
78128;CERNAY-LA-VILLE;1652;2006
78143;CHATEAUFORT;1409;2006
78152;CHAVENAY;1840;2006
78285;GRESSEY;527;2006
78299;HARDRICOURT;1926;2006
78310;HOUDAN;3105;2006
78324;JOUY-MAUVOISIN;524;2006
78474;ORVILLIERS;566;2006
78558;SAINT-ILLIERS-LA-VILLE;278;2006
78688;VOISINS-LE-BRETONNEUX;12366;2006
77055;Brou-sur-Chantereine;4414;2013
77057;Bussières;501;2013
77081;Champdeuil;712;2013
77096;Chartrettes;2602;2013
